surface,tau,grid_size,contour_id,vertex_id,x,y
objective_level,0.05,11,0,0,879.6397330982113,330.06540928056324
objective_level,0.05,11,0,1,906.6521548598713,129.9720270029967
objective_level,0.05,11,0,2,910.5543870778653,-70.12135527456985
objective_level,0.05,11,0,3,909.8854408800748,-270.2147375521364
objective_level,0.05,11,0,4,848.4489946458378,-331.6511837863734
objective_level,0.05,11,0,5,648.3556123682713,-316.46964593984546
objective_level,0.05,11,0,6,448.26223009070475,-278.20301775629275
objective_level,0.05,11,0,7,440.27394988654834,-270.2147375521364
objective_level,0.05,11,0,8,448.26223009070475,-234.17479882241204
objective_level,0.05,11,0,9,535.3696158593843,-70.12135527456985
objective_level,0.05,11,0,10,643.9255274708469,129.9720270029967
objective_level,0.05,11,0,11,648.3556123682713,133.11879696944243
objective_level,0.05,11,0,12,828.8550824980949,330.06540928056324
objective_level,0.05,11,0,13,848.4489946458378,361.25614773293665
objective_level,0.05,11,0,14,879.6397330982113,330.06540928056324
objective_level,0.05,11,1,0,314.4590079360965,930.345556113263
objective_level,0.05,11,1,1,448.26223009070475,790.5745408566564
objective_level,0.05,11,1,2,648.3556123682713,791.8424882381586
objective_level,0.05,11,1,3,709.9459267707335,730.2521738356963
objective_level,0.05,11,1,4,648.3556123682713,618.8269868673217
objective_level,0.05,11,1,5,457.11216475404456,530.1587915581298
objective_level,0.05,11,1,6,448.26223009070475,529.4237410132941
objective_level,0.05,11,1,7,248.1688478131382,516.0194703914443
objective_level,0.05,11,1,8,48.07546553557165,508.6597921829766
objective_level,0.05,11,1,9,34.27552014632133,530.1587915581298
objective_level,0.05,11,1,10,-1.2872798371930116,730.2521738356963
objective_level,0.05,11,1,11,-12.671463238271912,930.345556113263
objective_level,0.05,11,1,12,48.07546553557165,991.0924848871065
objective_level,0.05,11,1,13,248.1688478131382,996.6357162362212
objective_level,0.05,11,1,14,314.4590079360965,930.345556113263
objective_level,0.05,21,0,0,864.0443638720245,330.06540928056324
objective_level,0.05,21,0,1,948.4956857846212,261.94480728935434
objective_level,0.05,21,0,2,980.4217749321954,230.01871814178003
objective_level,0.05,21,0,3,981.7312278204121,129.9720270029967
objective_level,0.05,21,0,4,982.1587729173311,29.925335864213423
objective_level,0.05,21,0,5,982.1148761068449,-70.12135527456985
objective_level,0.05,21,0,6,981.7738132689523,-170.16804641335312
objective_level,0.05,21,0,7,981.2213495287237,-270.2147375521364
objective_level,0.05,21,0,8,948.4956857846212,-302.94040129623903
objective_level,0.05,21,0,9,878.5957759787932,-370.2614286909197
objective_level,0.05,21,0,10,848.4489946458378,-400.408210023875
objective_level,0.05,21,0,11,748.4023035070545,-397.6881559549479
objective_level,0.05,21,0,12,648.3556123682713,-393.71419116313245
objective_level,0.05,21,0,13,548.3089212294881,-387.7785393137069
objective_level,0.05,21,0,14,448.26223009070475,-378.4798132426308
objective_level,0.05,21,0,15,440.04384553899365,-370.2614286909197
objective_level,0.05,21,0,16,427.53828924615374,-270.2147375521364
objective_level,0.05,21,0,17,448.26223009070475,-220.06848830598094
objective_level,0.05,21,0,18,470.18453784830893,-170.16804641335312
objective_level,0.05,21,0,19,521.3729520351742,-70.12135527456985
objective_level,0.05,21,0,20,548.3089212294881,-22.430035803134537
objective_level,0.05,21,0,21,578.999242094408,29.925335864213423
objective_level,0.05,21,0,22,641.8112724071661,129.9720270029967
objective_level,0.05,21,0,23,648.3556123682713,137.81384445222704
objective_level,0.05,21,0,24,721.5991061694897,230.01871814178003
objective_level,0.05,21,0,25,748.4023035070545,258.3890251769923
objective_level,0.05,21,0,26,809.9704809363989,330.06540928056324
objective_level,0.05,21,0,27,848.4489946458378,363.80075908378893
objective_level,0.05,21,0,28,864.0443638720245,330.06540928056324
objective_level,0.05,21,1,0,382.4710278225479,930.345556113263
objective_level,0.05,21,1,1,448.26223009070475,863.81371386387
objective_level,0.05,21,1,2,548.3089212294881,864.5482651582198
objective_level,0.05,21,1,3,582.5583214132281,830.2988649744796
objective_level,0.05,21,1,4,648.3556123682713,761.0473310369273
objective_level,0.05,21,1,5,679.1507695695022,730.2521738356963
objective_level,0.05,21,1,6,748.4023035070545,642.7196602683919
objective_level,0.05,21,1,7,760.9164810785334,630.2054826969131
objective_level,0.05,21,1,8,748.4023035070545,619.8978243881281
objective_level,0.05,21,1,9,648.3556123682713,589.2216923762073
objective_level,0.05,21,1,10,548.3089212294881,554.7107039953069
objective_level,0.05,21,1,11,463.3004067728866,530.1587915581298
objective_level,0.05,21,1,12,448.26223009070475,527.8419894260985
objective_level,0.05,21,1,13,348.2155389519215,516.5221588168142
objective_level,0.05,21,1,14,248.1688478131382,507.05495085737675
objective_level,0.05,21,1,15,148.12215667435493,501.3782876513977
objective_level,0.05,21,1,16,48.07546553557165,500.43524250602394
objective_level,0.05,21,1,17,-51.97122560321162,504.58918984114473
objective_level,0.05,21,1,18,-57.280890008086445,530.1587915581298
objective_level,0.05,21,1,19,-68.52193763536675,630.2054826969131
objective_level,0.05,21,1,20,-74.68067366275724,730.2521738356963
objective_level,0.05,21,1,21,-78.37912768046115,830.2988649744796
objective_level,0.05,21,1,22,-80.69282021013063,930.345556113263
objective_level,0.05,21,1,23,-51.97122560321162,959.0671507201821
objective_level,0.05,21,1,24,48.07546553557165,960.7190205001848
objective_level,0.05,21,1,25,148.12215667435493,962.1938190610216
objective_level,0.05,21,1,26,248.1688478131382,963.4906361747422
objective_level,0.05,21,1,27,348.2155389519215,964.6010449838894
objective_level,0.05,21,1,28,382.4710278225479,930.345556113263
